Status [1]	Topic	Objective Description	Baseline Value	Baseline Year	Final Value [2]	Final Year	Target	Movement Toward Target [3]	Movement Away From Baseline [4] (if movement not toward target)	Movement Statistically Significant [5][6]
4	Mental Health and Mental Disorders	MHMD-1. Suicide (age adjusted, per 100,000 population)	11.3	2007	14.0	2017	10.2	...	23.9	Yes
4	Mental Health and Mental Disorders	MHMD-2. Suicide attempts by adolescents that required medical attention (percent, grades 9–12)	1.9	2009	2.4	2017	1.7	...	26.3	Yes
4	Mental Health and Mental Disorders	MHMD-3. Adolescents engaging in disordered eating to control their weight (percent, grades 9–12)	14.3	2009	16.7	2013	12.9	...	16.8	Yes
4	Mental Health and Mental Disorders	MHMD-4.1. Adolescents with a major depressive episode in the past 12 months (percent, ages 12–17)	8.3	2008	14.4	2018	7.5	...	73.5	Yes
4	Mental Health and Mental Disorders	MHMD-4.2. Adults with a major depressive episode in the past 12 months (percent, ages 18 and over)	6.5	2008	7.2	2018	5.8	...	10.8	Yes
5	Mental Health and Mental Disorders	MHMD-5. Primary care facilities that provide mental health treatment (percent)	79.0	2006	...		87.0	...	...	...
3	Mental Health and Mental Disorders	MHMD-6. Children with mental health problems receiving treatment (percent, ages 4–17 years)	68.9	2008	73.3	2018	75.8	63.8	...	No
3	Mental Health and Mental Disorders	MHMD-7. Juvenile residential facilities that screen admissions for mental health problems (percent)	58.0	2006	57.0	2010	64.0	...	1.7	...
3	Mental Health and Mental Disorders	MHMD-8. Persons with serious mental illness who are employed (percent, ages 18 and over)	56.0	2008	58.8	2018	61.6	50.0	...	No
3	Mental Health and Mental Disorders	MHMD-9.1. Adults with serious mental illness who receive treatment (percent, ages 18 and over)	65.7	2008	64.1	2018	72.3	...	2.4	No
4	Mental Health and Mental Disorders	MHMD-9.2. Adults with major depressive episodes who receive treatment (percent, ages 18 and over)	69.0	2008	64.8	2018	75.9	...	6.1	Yes
3	Mental Health and Mental Disorders	MHMD-10. Persons with co-occurring substance abuse and mental disorders who receive treatment (percent, ages 18 and over)	3.3	2008	3.4	2018	3.6	33.3	...	No
1	Mental Health and Mental Disorders	MHMD-11.1. Primary care physician office visits by adults that include screening for depression (percent, ages 19 and over)	2.2	2012	9.0	2016	2.4	3,400.0	...	No
5	Mental Health and Mental Disorders	MHMD-11.2. Primary care physician office visits by youth that include screening for depression (percent, ages 12–18 years)	1.6	2010–2012	...		1.7	...	...	...
1	Mental Health and Mental Disorders	MHMD-12. Homeless adults with mental health problems receiving mental health services (percent, ages 18 and over)	37.0	2005–2006	62.6	2014–2015	41.0	640.0	...	...
5	Nutrition and Weight Status	NWS-1. States with food and beverage nutrition standards for preschool children in child care (number of states and District of Columbia)	24	2006	...		34	...	...	...
1	Nutrition and Weight Status	NWS-2.1. Schools not offering calorically sweetened beverages (percent)	9.3	2006	25.6	2014	21.3	135.8	...	Yes
2	Nutrition and Weight Status	NWS-2.2. School districts requiring schools to offer fruit and vegetables to students (percent)	6.6	2006	16.3	2016	18.6	80.8	...	Yes
2	Nutrition and Weight Status	NWS-3. States with policies to incentivize food retail outlets to provide foods encouraged by the Dietary Guidelines for Americans (number)	8	2009	13	2017	18	50.0	...	...
5	Nutrition and Weight Status	NWS-5.1. Primary care physicians assessing body mass index in adult patients aged 18 and over (percent)	48.7	2008	...		53.6	...	...	...
5	Nutrition and Weight Status	NWS-5.2. Primary care physicians assessing body mass index in child or adolescent patients aged 2–17 years (percent)	49.7	2008	...		54.7	...	...	...
1	Nutrition and Weight Status	NWS-6.1. Physician office visits for cardiovascular disease, diabetes, or hyperlipidemia that include diet and nutrition counseling (age-adjusted percent, ages 20 and over)	11.5	2012	20.2	2015	12.7	725.0	...	No
1	Nutrition and Weight Status	NWS-6.2. Physician office visits by obese adults that include weight reduction, nutrition, or physical activity counseling (age-adjusted percent, ages 20 and over)	14.2	2012	24.8	2016	15.6	757.1	...	No
2	Nutrition and Weight Status	NWS-6.3. Physician office visits by child or adult patients that include nutrition and diet counseling (age-adjusted percent)	7.9	2012	13.4	2016	15.2	75.3	...	Yes
4	Nutrition and Weight Status	NWS-8. Healthy weight among adults (age-adjusted percent, ages 20 and over)	30.8	2005–2008	27.7	2013–2016	33.9	...	10.1	Yes
4	Nutrition and Weight Status	NWS-9. Obesity among adults (age-adjusted percent, ages 20 and over)	33.9	2005–2008	38.6	2013–2016	30.5	...	13.9	Yes
3	Nutrition and Weight Status	NWS-10.1. Obesity among children (percent, ages 2–5 years)	10.4	2005–2008	11.6	2013–2016	9.4	...	11.5	No
3	Nutrition and Weight Status	NWS-10.2. Obesity among children (percent, ages 6–11 years)	17.4	2005–2008	17.9	2013–2016	15.7	...	2.9	No
3	Nutrition and Weight Status	NWS-10.3. Obesity among adolescents (percent, ages 12–19)	17.9	2005–2008	20.6	2013–2016	16.1	...	15.1	No
3	Nutrition and Weight Status	NWS-10.4. Obesity among children and adolescents (percent, ages 2–19 years )	16.1	2005–2008	17.8	2013–2016	14.5	...	10.6	No
2	Nutrition and Weight Status	NWS-12. Very low food security among children in the past 12 months (percent of households)	1.3	2008	0.6	2018	0.2	63.6	...	Yes
2	Nutrition and Weight Status	NWS-13. Households with food insecurity in the past 12 months (percent)	14.6	2008	11.1	2018	6.0	40.7	...	Yes
3	Nutrition and Weight Status	NWS-14. Mean daily intake of fruits (age adjusted, cup equivalents per 1,000 calories, ages 2 years and over)	0.53	2005–2008	0.51	2013–2016	0.93	...	3.8	No
3	Nutrition and Weight Status	NWS-15.1. Mean daily intake of total vegetables (age adjusted, cup equivalents per 1,000 calories, ages 2 years and over)	0.76	2005–2008	0.76	2013–2016	1.16	...	0.0	...
2	Nutrition and Weight Status	NWS-15.2. Mean daily intake of dark green vegetables, red and orange vegetables, and beans and peas (age adjusted, cup equivalents per 1,000 calories, ages 2 years and over)	0.29	2005–2008	0.31	2013–2016	0.53	8.3	...	Yes
2	Nutrition and Weight Status	NWS-16. Mean daily intake of whole grains (age adjusted, ounce equivalents per 1,000 calories, ages 2 years and over)	0.34	2005–2008	0.46	2013–2016	0.66	37.5	...	Yes
2	Nutrition and Weight Status	NWS-17.1. Mean percent of total daily calorie intake from solid fats (age adjusted, ages 2 years and over)	16.6	2005–2008	14.9	2013–2016	14.2	70.8	...	Yes
2	Nutrition and Weight Status	NWS-17.2. Mean percent of total daily calorie intake from added sugars (age adjusted, ages 2 years and over)	15.1	2005–2008	13.5	2013–2016	9.7	29.6	...	Yes
2	Nutrition and Weight Status	NWS-17.3. Mean percent of total daily calorie intake from solid fats and added sugars (age adjusted, ages 2 years and over)	31.7	2005–2008	28.4	2013–2016	25.5	53.2	...	Yes
3	Nutrition and Weight Status	NWS-18. Mean percent of total daily calorie intake from saturated fats (age adjusted, ages 2 years and over)	11.3	2005–2008	11.4	2013–2016	9.9	...	0.9	No
2	Nutrition and Weight Status	NWS-19. Mean total daily sodium intake (age adjusted, mg, ages 2 years and over)	3,658	2009–2012	3,604	2013–2016	2,300	4.0	...	Yes
3	Nutrition and Weight Status	NWS-20. Mean total daily calcium intake (age adjusted, mg, ages 2 years and over)	1,099	2005–2008	1,077	2013–2016	1,384	...	2.0	No
1	Nutrition and Weight Status	NWS-21.1. Iron deficiency in children (percent, ages 1–2 years)	15.9	2005–2008	10.9	2015–2016	14.3	312.5	...	No
5	Nutrition and Weight Status	NWS-21.2. Iron deficiency in children (percent, ages 3–4 years)	5.3	2005–2008	...		4.3	...	...	...
4	Nutrition and Weight Status	NWS-21.3. Iron deficiency in females (percent, ages 12–49 years)	10.5	2005–2008	13.2	2015–2016	9.4	...	25.7	Yes
5	Nutrition and Weight Status	NWS-22 Iron deficiency in pregnant females (percent)	16.1	2003–2006	...		14.5	...	...	...
1	Occupational Safety and Health	OSH-1.1. Work-related injury deaths—All industries (per 100,000 full-time equivalent workers, ages 16 and over)	4.0	2007	3.5	2017	3.6	125.0	...	Yes
1	Occupational Safety and Health	OSH-1.2. Work-related injury deaths—Mining (per 100,000 full-time equivalent workers, ages 16 and over)	21.4	2007	12.5	2017	19.3	423.8	...	Yes
1	Occupational Safety and Health	OSH-1.3. Work-related injury deaths—Construction (per 100,000 full-time equivalent workers, ages 16 and over)	10.8	2007	9.4	2017	9.7	127.3	...	Yes
1	Occupational Safety and Health	OSH-1.4. Work-related injury deaths—Transportation and warehousing (per 100,000 full-time equivalent workers, ages 16 and over)	16.5	2007	11.5	2017	14.8	294.1	...	Yes
1	Occupational Safety and Health	OSH-1.5. Work-related injury deaths—Agriculture, forestry, fishing, and hunting (per 100,000 full-time equivalent workers, ages 16 and over)	26.7	2007	22.4	2017	24.3	179.2	...	Yes
1	Occupational Safety and Health	OSH-2.1. Work-related nonfatal injuries (per 100 full-time equivalent workers)	4.2	2007	2.8	2017	3.8	350.0	...	Yes
1	Occupational Safety and Health	OSH-2.2. Emergency department visits for work-related injuries (per 100 full-time equivalent workers)	2.4	2007	1.7	2017	2.2	350.0	...	No
1	Occupational Safety and Health	OSH-2.3. Emergency department visits for work-related illness and injuries (per 100 full-time equivalent workers, ages 15–19)	5.5	2007	3.3	2017	5.0	440.0	...	No
1	Occupational Safety and Health	OSH-3. Overexertion or repetitive motion injuries (per 10,000 full-time workers)	29.6	2008	22.6	2017	26.6	233.3	...	...
1	Occupational Safety and Health	OSH-4. Pneumoconiosis deaths (number, ages 15 and over)	2,430	2005	1,676	2016	2,187	310.3	...	...
1	Occupational Safety and Health	OSH-5. Work-related homicides (number)	628	2007	458	2017	565	269.8	...	...
3	Occupational Safety and Health	OSH-6. Emergency department visits for work-related assaults (per 10,000 full-time equivalent workers, ages 15 and over)	8.4	2007	10.0	2017	7.6	...	19.0	No
1	Occupational Safety and Health	OSH-7. Persons with blood lead levels 10 or more µg/dL (per 100,000 workers, ages 16 and over)	26.6	2010	15.8	2017	23.9	400.0	...	Yes
1	Occupational Safety and Health	OSH-8. Occupational skin diseases or disorders (per 10,000 full-time workers)	4.4	2008	2.2	2017	4.0	550.0	...	...
2	Occupational Safety and Health	OSH-9. Proportion of employees who have access to workplace programs that prevent or reduce employee stress (percent)	36	2010	38	2014	40	50.0	...	Yes
1	Occupational Safety and Health	OSH-10. Work-related noise-induced hearing loss (per 10,000 full-time workers)	2.2	2008	1.4	2017	2.0	400.0	...	...
2	Older Adults	OA-1. Older adults using the Welcome to Medicare benefit (percent)	6.4	2008	6.8	2013	7.0	66.7	...	...
3	Older Adults	OA-2.1. Males who are current on a core set of clinical preventive services (percent, ages 65 and over)	40.5	2012	41.2	2014	44.6	17.1	...	No
3	Older Adults	OA-2.2. Females who are current on a core set of clinical preventive services (percent, ages 65 and over)	42.5	2012	42.6	2014	46.8	2.3	...	No
4	Older Adults	OA-4. Older adults with diabetes who have had diabetes self-management training (percent, Medicare beneficiaries with diabetes)	2.0	2008	0.6	2013	2.2	...	70.0	...
4	Older Adults	OA-5. Older adults with at least one activity of daily living limitation or living in a long-term care facility (age-adjusted percent, ages 65 and over)	29.3	2007	32.2	2011	26.4	...	9.9	Yes
1	Older Adults	OA-6. Older adults with reduced physical or cognitive function who engage in leisure-time physical activities (percent, ages 65 and over)	32.6	2008	41.3	2018	35.9	263.6	...	Yes
3	Older Adults	OA-7.1. Physicians with geriatric certification (percent)	2.7	2009	2.5	2014	3.0	...	7.4	...
3	Older Adults	OA-7.2. Psychiatrists with geriatric certification (percent)	4.3	2009	4.2	2014	4.7	...	2.3	...
4	Older Adults	OA-7.3. Registered nurses with geriatric certification (percent)	1.4	2004	0.5	2013	1.5	...	64.3	...
4	Older Adults	OA-7.4. Dentists with geriatric certification (percent)	0.20	2007	0.10	2012	0.22	...	50.0	...
1	Older Adults	OA-7.5. Physical therapists with geriatric certification (percent)	0.6	2009	0.9	2016	0.7	300.0	...	...
1	Older Adults	OA-7.6. Registered dieticians with geriatric certification (percent)	0.30	2009	0.60	2013	0.33	999.99	...	...
3	Older Adults	OA-10. Pressure ulcer-related hospitalizations among older adults (per 100,000 population, ages 65 and over)	985.8	2007	962.7	2014	887.3	23.5	...	No
3	Older Adults	OA-11. Emergency department visits for falls (age adjusted, per 100,000 population, ages 65 and over)	5,235.1	2007	6,306.2	2015	4,711.6	...	20.5	No
5	Older Adults	OA-12.1. States reporting information about victims and perpetrators of elder abuse (number of states and District of Columbia)	3	2004	...		4	...	...	...
1	Oral Health	OH-1.1. Children with dental caries experience in their primary teeth (percent, ages 3–5 years)	33.3	1999–2004	27.9	2013–2016	30.0	163.6	...	No
3	Oral Health	OH-1.2. Children with dental caries experience in their primary or permanent teeth (percent, ages 6–9 years)	54.4	1999–2004	51.6	2013–2016	49.0	51.9	...	No
3	Oral Health	OH-1.3. Adolescents with dental caries experience in their permanent teeth (percent, ages 13–15)	53.7	1999–2004	49.9	2013–2016	48.3	70.4	...	No
1	Oral Health	OH-2.1. Children with untreated dental decay in their primary teeth (percent, ages 3–5 years)	23.8	1999–2004	11.9	2013–2016	21.4	495.8	...	No
1	Oral Health	OH-2.2. Children with untreated dental decay in their primary or permanent teeth (percent, ages 6–9 years)	28.8	1999–2004	15.5	2013–2016	25.9	458.6	...	No
1	Oral Health	OH-2.3. Adolescents with untreated dental decay in their permanent teeth (percent, ages 13–15)	17.0	1999–2004	14.1	2013–2016	15.3	170.6	...	No
3	Oral Health	OH-3.1. Adults with untreated dental decay (percent, ages 35–44)	27.8	1999–2004	28.2	2013–2016	25.0	...	1.4	No
3	Oral Health	OH-3.2. Adults with untreated coronal caries (percent, ages 65–74)	17.1	1999–2004	15.8	2013–2016	15.4	76.5	...	No
1	Oral Health	OH-3.3. Adults with untreated root surface caries (percent, ages 75 and over)	37.9	1999–2004	29.1	2015–2016	34.1	231.6	...	No
2	Oral Health	OH-4.1. Adults with permanent tooth loss due to dental caries or periodontal disease (percent, ages 45–64)	76.4	1999–2004	71.7	2013–2016	68.8	61.8	...	Yes
1	Oral Health	OH-4.2. Adults with complete tooth loss (percent, ages 65–74)	24.0	1999–2004	12.5	2013–2016	21.6	479.2	...	No
1	Oral Health	OH-5. Adults with moderate or severe periodontitis (percent, ages 45–74)	47.5	2009–2010	37.4	2013–2014	40.8	150.7	...	Yes
3	Oral Health	OH-6. Oral and pharyngeal cancers detected at the earliest stage (percent)	32.6	2007	29.5	2016	35.9	...	9.5	...
3	Oral Health	OH-7. Children, adolescents, and adults who visited the dentist in the past year (age-adjusted percent, ages 2 years and over)	44.5	2007	43.3	2016	49.0	...	2.7	No
1	Oral Health	OH-8. Low-income children and adolescents receiving preventive dental services in the past year (percent, ages 2–18 years, at or below 200% of poverty level)	30.2	2007	38.7	2016	33.2	283.3	...	Yes
1	Oral Health	OH-9.1. School-based health centers with an oral health component that includes dental sealants (percent)	17.1	2007–2008	24.4	2010–2011	18.8	429.4	...	...
1	Oral Health	OH-9.2. School-based health centers with an oral health component that includes dental care (percent)	6.4	2007–2008	9.1	2010–2011	7.0	450.0	...	...
1	Oral Health	OH-9.3. School-based health centers with an oral health component that includes topical fluoride (percent)	20.6	2007–2008	33.1	2010–2011	22.7	595.2	...	...
